"(Intercept)","logAI_snv","logARVI_snv","logElev_snv","logEVI_snv","logHeight_snv","logLAI_snv","logMAP_snv","logMAT_snv","logNDVI_snv","logPRI_snv","logPropBare_snv","logPropShrub_snv","logSAVI_snv","df","logLik","AIC","delta","weight"
-5.74591878092366e-17,0.267930201761029,-0.158581833601318,0.175461895322014,-0.1169146349586,0.303809640511327,1.10143381436372,NA,NA,0.389233298186799,-0.0765003856204716,-0.0781084305636093,0.0959685605237502,-0.960086263633955,13,-137.319480555771,300.638961111543,10.8537020805961,8.83813506417862e-05
1.90905136454941e-16,0.443223101455412,NA,NA,0.328853889260027,0.521338877280245,NA,-0.282109552912409,NA,NA,NA,-0.0118017941950502,NA,NA,7,-143.319521238015,300.639042476031,10.8537834450839,8.83777551632592e-05
-2.01511973578105e-16,NA,NA,NA,NA,0.424515567443813,0.295204259011138,0.228522265177481,-0.417319150788024,NA,NA,-0.0897625935329408,0.10536156204329,NA,8,-142.320908207237,300.641816414473,10.8565573835264,8.82552629031363e-05
2.33644946698655e-16,0.688898151697859,NA,NA,NA,0.400398520222405,0.851690918241156,-0.540993358862519,0.226778140043448,0.524943339215658,-0.0348993375635405,NA,NA,-0.9716795795749,10,-140.321336247448,300.642672494896,10.8574134639492,8.82174941855898e-05
-1.31682079775132e-16,0.535047142829226,NA,-0.0642952768194299,NA,0.314806402322905,1.17308196611682,-0.338386302734986,NA,0.438623082130682,NA,-0.109161054720189,0.107993890549443,-1.22574537955041,11,-139.321555784433,300.643111568866,10.857852537919,8.81981293086295e-05
1.87720535670709e-16,0.444730487090933,NA,NA,0.324434574557209,0.521698034194057,NA,-0.280680027761653,NA,NA,NA,NA,NA,0.00690830514290663,7,-143.324667028115,300.64933405623,10.8640750252836,8.79241498654422e-05
-1.93419501728786e-16,0.512543379281859,-0.142547055076269,0.00883277967515169,0.173531307176105,0.34897961021403,1.207060447388,-0.271896095439118,NA,NA,NA,-0.182265008518149,0.143389887044508,-0.98244145444733,12,-138.327836320412,300.655672640824,10.8704136098775,8.76459336416996e-05
1.27347832945459e-16,0.193277936012404,NA,0.189551138382317,NA,0.40080734840119,1.07998023902084,NA,NA,0.413466706736164,-0.065919798201376,NA,NA,-1.14516544446137,9,-141.329755140035,300.659510280069,10.8742512491224,8.74779181516595e-05
-1.25492750279733e-16,NA,NA,NA,0.116086922255172,0.514647044879949,0.188166635573344,0.197338849098474,-0.394767564922711,NA,NA,NA,NA,NA,7,-143.329910653602,300.659821307205,10.8745622762578,8.7464315206261e-05
-4.93118319064936e-16,0.268327895446216,-0.157771885224988,-0.0959486695212756,-0.206400932652491,0.283188528281107,1.13284133332911,NA,-0.300656245592548,0.453104004244161,0.00415747105807906,-0.135609247438008,0.115008493697637,-0.941116425743352,14,-136.332643446623,300.665286893247,10.8800278622997,8.7225619637429e-05
1.73936515536958e-16,0.451377574839611,NA,NA,-0.027693923911142,0.371578569602371,NA,-0.259760506375138,NA,0.402107132573249,-0.0154425071183265,-0.0404244115547363,0.089203163467149,NA,10,-140.334120463904,300.668240927808,10.8829818968608,8.70968809879261e-05
1.94321195464378e-16,0.683032015649377,-0.146417221441486,0.0434817499652691,NA,0.379496472454679,0.769853950264703,-0.50395465922814,0.239169725969215,0.534830542823365,-0.0363446505597958,-0.032469800381188,NA,-0.827830719614688,13,-137.338603907316,300.677207814632,10.8919487836848,8.67072611226208e-05
1.72366436505194e-16,0.451768081049136,NA,NA,NA,0.372384251086042,-0.017533962941436,-0.260478187663616,NA,0.394785913610182,-0.00953243753102155,-0.0411538191010259,0.0897990487302286,NA,10,-140.339372326202,300.678744652404,10.8934856214572,8.66406592179618e-05
1.71360440944383e-17,0.431326078836902,NA,NA,0.0873281797367484,0.400112594227778,0.966707813277994,-0.268735128113763,NA,0.484807866985643,NA,-0.0246314940496216,NA,-1.14109078375997,10,-140.340868278988,300.681736557976,10.8964775270294,8.65111457795588e-05
2.65599643533999e-16,0.474097792009183,NA,NA,NA,0.528973646620295,NA,-0.305768570792097,NA,NA,NA,NA,NA,0.325567383561469,6,-144.34215460255,300.6843092051,10.8990501741536,8.63999359955791e-05
-2.13312125649959e-17,0.479047945248472,-0.153635962123137,-0.00995076376637741,-0.249018623079906,0.382630223536084,0.866145854218069,-0.27701570590521,NA,0.510648337014493,-0.0632006449965514,-0.03531534342383,NA,-0.684999609689223,13,-137.342926576291,300.685853152582,10.9005941216348,8.63332632519134e-05
-3.54619284256679e-17,0.190286054227739,NA,-0.0510398718952138,-0.08065028775244,0.432723497267182,NA,NA,-0.260349855879936,0.447169667775767,NA,0.018503334383594,NA,NA,9,-141.346723526683,300.693447053365,10.9081880224183,8.60060816733766e-05
1.72870051875777e-16,0.452606830350399,NA,NA,0.0174718966621728,0.370237925348812,-0.0396163676931324,-0.261568291148522,NA,0.404988823970671,NA,-0.0429282925723887,0.0902224570077019,NA,10,-140.347241308573,300.694482617147,10.9092235861999,8.59615608088327e-05
-5.72930634251281e-17,0.486465120082573,-0.133034937305467,NA,0.242790653767691,0.477547734587202,0.914919293309444,-0.295406239849019,NA,NA,NA,-0.079638913686949,NA,-0.760175288533944,10,-140.349232884541,300.698465769083,10.9132067381357,8.5790532194931e-05
2.43927911400804e-16,0.665493487435694,-0.137023442389437,0.0798579139270383,0.407567766961274,0.39885658699775,NA,-0.446932418118474,0.228131800010514,NA,NA,-0.110546019326437,0.12510028703189,NA,11,-139.355218299558,300.710436599115,10.9251775681685,8.52785739250386e-05
-4.28644157779676e-17,0.186308298588303,NA,-0.0583797877393535,-0.0997932380442339,0.433102184116628,0.0210613093047265,NA,-0.271650051526203,0.441050757831004,NA,NA,NA,NA,9,-141.358360788183,300.716721576366,10.9314625454193,8.50110076087316e-05
-3.97406309635328e-17,0.18611418697202,NA,-0.0563449035289292,-0.0799551877854611,0.432632814432472,NA,NA,-0.269049170647657,0.444445821840138,0.00389566765060841,NA,NA,NA,9,-141.359814803512,300.719629607024,10.9343705760775,8.4887490120448e-05
1.43967140771596e-17,0.439037306679802,NA,-0.00639880979070103,0.0866734747754265,0.401057071992734,0.896571452792684,-0.270618452633289,NA,0.493513393161503,NA,NA,NA,-1.0748831854515,10,-140.361723122623,300.723446245246,10.9381872142991,8.4725652169126e-05
1.53305523630336e-17,0.185459239168634,NA,NA,0.237000123690205,0.519423110394876,NA,NA,-0.226366549400687,NA,NA,NA,NA,0.0743298773072972,7,-143.365594069918,300.731188139835,10.9459291088884,8.439831759126e-05
3.82716615549906e-16,NA,-0.152227924513261,0.362271297431301,NA,0.397964277496724,0.0905243048192084,0.210079879968113,NA,0.312959878450072,-0.1049724431336,NA,0.044452124187645,NA,10,-140.366848334408,300.733696668817,10.9484376378697,8.42925261375377e-05
6.72190944639024e-17,0.184933904738661,NA,NA,NA,0.52352648030908,NA,NA,-0.225635990930137,NA,-0.0580736797319989,NA,NA,0.279942307294042,7,-143.370802156427,300.741604312854,10.9563452819068,8.39599064844612e-05
-3.73916306414693e-17,0.185152620037487,NA,-0.0531954160020307,NA,0.433067660125739,-0.0695056242557973,NA,-0.266082819959193,0.44385513886561,0.0222069205862176,NA,NA,NA,9,-141.374701219651,300.749402439302,10.9641434083548,8.3633178880518e-05
6.45813721224217e-18,0.472513049565847,NA,-0.0329932547686881,NA,0.395493214808768,0.956095964938991,-0.31066860017252,NA,0.517906659065925,NA,-0.0286278502190904,NA,-1.07456475757834,10,-140.375921281092,300.751842562184,10.9665835312372,8.35312034845335e-05
5.03609413259494e-17,0.187689535558418,NA,NA,-0.0672709058329482,0.436252758637625,NA,NA,-0.209561439732331,0.429778698056934,-0.014606418192928,0.0241196680041565,NA,NA,9,-141.376351268835,300.75270253767,10.9674435067232,8.34952938117931e-05
