"(Intercept)","logAI_snv","logARVI_snv","logEVI_snv","logHeight_snv","logLAI_snv","logNDVI_snv","logPRI_snv","logPropBare_snv","logPropShrub_snv","logSAVI_snv","df","logLik","AIC","delta","weight"
1.49566917946289e-16,NA,-0.0368094394517259,NA,0.559335026457382,0.0731046321006565,NA,NA,-0.330988812218491,NA,NA,6,-172.539414453216,357.078828906431,40.9698257696531,5.67635658944215e-11
3.498900313926e-16,NA,0.00179669413235937,NA,0.575048844008065,1.5446505385644,0.548182221068761,NA,NA,NA,-1.95155845818666,7,-171.563209719937,357.126419439873,41.017416303095,5.54288051770746e-11
2.50956171240376e-16,NA,NA,NA,0.547102776596464,1.56738112157555,NA,NA,-0.345435053898771,0.0256005677615062,-1.51565423184416,7,-171.579719152004,357.159438304007,41.0504351672288,5.4521219559308e-11
3.60675290577208e-16,NA,0.0103680034573074,NA,0.631869880432705,1.38522677154262,0.56718511793237,NA,NA,-0.0991839816639224,-1.82744553656426,8,-170.599567879518,357.199135759035,41.090132622257,5.34497119383702e-11
2.52575076773014e-16,NA,-0.0138641816941714,NA,0.568073954925139,1.48353963639618,NA,NA,-0.326216242076202,NA,-1.42667107673052,7,-171.608688537538,357.217377075077,41.1083739382987,5.29644317956358e-11
1.45760194807545e-16,NA,-0.0350906241832352,NA,0.56015630876224,NA,NA,NA,-0.333285431182678,NA,0.0669371245793244,6,-172.632974855026,357.265949710053,41.1569465732746,5.16936149824784e-11
-5.69186388973312e-16,0.616832656247503,NA,NA,NA,NA,NA,NA,NA,0.392873856951023,NA,4,-174.639692702753,357.279385405505,41.1703822687268,5.13475089939084e-11
2.39971640532032e-16,NA,-0.0200767465923374,NA,0.567555609157449,NA,0.554775543607695,NA,NA,NA,-0.401589788983522,6,-172.675175216156,357.350350432312,41.2413472955337,4.95575148607919e-11
1.41944486766376e-16,NA,NA,NA,0.545908713323644,0.057507050469927,NA,NA,-0.33772427614652,0.0105970873600542,NA,6,-172.676931264694,357.353862529388,41.2448593926096,4.94705658249854e-11
1.39900801990312e-16,NA,NA,NA,0.548042411164061,NA,NA,NA,-0.339441355039698,0.00956906685695957,0.0514694436284224,6,-172.75679960431,357.513599208619,41.404596071841,4.56731009202163e-11
3.5775485762715e-16,NA,-0.00346961408693587,0.56098554622918,0.632766193710065,-0.805267708893943,0.37837329845707,NA,NA,-0.103927634487913,NA,8,-170.863745942721,357.727491885442,41.6184887486634,4.10406559896096e-11
1.67842324361363e-16,NA,-0.0488914523669738,0.108675577144954,0.53687736550391,NA,NA,NA,-0.333224353390659,0.0201660782147522,NA,7,-171.88587486303,357.771749726059,41.662746589281,4.01424454518597e-11
3.43091716567199e-16,NA,-0.0138281243537754,0.587691304222029,0.573020647943693,-0.783985527663506,0.348353577390867,NA,NA,NA,NA,7,-171.922414976975,357.844829953949,41.7358268171711,3.87021111657039e-11
1.58905546671449e-16,NA,-0.00784060379174484,NA,0.567278389512686,NA,NA,NA,-0.358472162840554,0.00685815974528614,NA,6,-173.063848700977,358.127697401953,42.018694265175,3.35977945570288e-11
-5.69550611691661e-16,0.605372320091862,0.0647634193583442,NA,NA,NA,NA,NA,NA,0.378100899327964,NA,5,-174.075956259381,358.151912518761,42.0429093819829,3.31934599887582e-11
2.27915624526152e-16,NA,-0.0179858226515435,NA,0.632870590891013,-0.383794444664647,0.524143237075244,NA,NA,-0.109717655917545,NA,7,-172.101288363833,358.202576727667,42.0935735908886,3.23631608068211e-11
1.3318797257827e-16,NA,-0.0529855404793565,-0.116613946652945,0.529008912423481,NA,0.248005117908707,NA,-0.308138347263364,0.00405802122714208,NA,8,-171.185138441806,358.370276883613,42.2612737468347,2.97601629613408e-11
1.64328797406138e-16,NA,NA,NA,0.585760869989374,NA,0.156755827866481,NA,NA,NA,NA,4,-175.25300967269,358.506019345379,42.3970162086009,2.7807324436074e-11
2.05851689682028e-16,NA,-0.0296819917607447,NA,0.569634030589556,-0.340028427393521,0.499712256738438,NA,NA,NA,NA,6,-173.265056637007,358.530113274014,42.4211101372354,2.74743403417232e-11
3.84942774861753e-16,NA,-0.00775658601874455,0.854044821146173,0.604945925525498,-0.73185783082327,NA,NA,NA,NA,NA,6,-173.322399231371,358.644798462742,42.5357953259638,2.59432094265476e-11
1.80523265684218e-16,NA,NA,NA,0.641339256816897,NA,0.145952961489806,NA,NA,-0.0906353267069717,NA,5,-174.455747106389,358.911494212779,42.8024910760007,2.2704474536738e-11
1.45566507191011e-16,NA,-0.0388400602590312,NA,0.54634884994097,0.0748860901616458,NA,NA,-0.344554430683809,0.0172163160323428,NA,7,-172.517749626412,359.035499252824,42.9264961160455,2.13394932945949e-11
4.00938037618849e-16,NA,0.00177045420112045,0.850759500228436,0.659662305894959,-0.74655762759319,NA,NA,NA,-0.0909894514602943,NA,7,-172.518610052444,359.037220104888,42.9282169681102,2.13211401359477e-11
2.48461365785027e-16,NA,-0.0166256685959181,NA,0.5472468695772,1.51879158075968,NA,NA,-0.348072600205724,0.0278772071501869,-1.45941102078663,8,-171.551688093693,359.103376187385,42.9943730506068,2.06274153638693e-11
1.42006676175765e-16,NA,-0.0369334954914939,NA,0.548297800455215,NA,NA,NA,-0.345713362828208,0.0157305998286074,0.0684896048360525,7,-172.614881863754,359.229763727508,43.1207605907297,1.93642244644596e-11
1.73983066714973e-16,NA,-0.0519308037738316,NA,0.592345835005309,NA,0.178960444653592,NA,NA,NA,NA,5,-174.9626470667,359.9252941334,43.8162909966218,1.36762679035767e-11
1.90320115273697e-16,NA,NA,0.130594311823151,0.605739844174443,NA,NA,NA,NA,NA,NA,4,-175.976688072543,359.953376145086,43.844373008308,1.3485581195433e-11
1.42866165467049e-16,NA,NA,-0.135369210798649,0.578535767926561,NA,0.289383534727372,NA,NA,NA,NA,5,-175.031507910614,360.063015821229,43.9540126844506,1.27662020894165e-11
1.54002897051461e-16,NA,NA,-0.177926637071008,0.637641647028226,NA,0.319149072968254,NA,NA,-0.100092010973767,NA,6,-174.077534088765,360.15506817753,44.0460650407514,1.21919395265952e-11
